-116.9214,32.4764
-99.7448,20.3037
-106.4514,31.7195
-103.3042,20.7141
-98.2998,26.0379
-117.0715,32.5134
-108.9685,25.7558
-100.2918,25.7720
-116.6079,31.8655
-117.0457,32.3120
-100.1840,25.6556
-101.4189,26.9255
-97.4449,25.8384
-105.1947,21.4739
-117.0271,32.5279
-99.1973,19.5862
-100.2365,25.6788
-92.6544,16.7319
-98.2042,26.0139
-104.6217,24.0296
-100.9057,25.5736
-106.1008,28.7337
-103.9754,19.7784
-117.0249,32.4510
-100.2726,25.7317
-117.0466,32.5317
-100.4652,25.6859
-117.0226,32.5104
-100.1466,25.6603
-100.9274,25.4415
-98.3271,26.0630
-104.2109,19.0355
-99.1384,19.3231
-99.1650,19.3020
-109.0001,25.7730
-101.1169,25.2563
-102.2834,22.1234
-93.0930,16.7338
-109.2961,25.9662
-99.3631,19.6405
-99.1161,19.7491
-109.2856,25.9744
-98.3557,26.0602
-100.1759,25.7805
-103.4519,20.7314
-102.3053,21.8967
-101.6677,21.0988
-115.3865,32.6351
-116.7158,32.4995
-106.3973,31.5649
-104.2880,19.0779
-98.9951,19.6075
-116.5917,31.7838
-108.9855,25.8015
-100.9704,19.7917
-100.2963,25.8263
-104.8868,21.5222
-99.1084,19.6787
-115.4722,32.6084
-99.1068,19.6361
-104.8489,21.4701
-100.2104,25.7322
-103.7721,19.1401
-116.9530,32.4913
-100.1302,25.7015
-116.9663,32.5110
-105.2828,21.5425
-102.2924,21.9163
-100.9351,29.3093
-103.3228,25.5342
-102.4106,22.1496
-109.0138,25.7367
-98.3863,26.0492
-99.2509,19.5583
-116.9770,32.5046
-100.1915,25.7233
-100.9410,25.5264
-97.5379,25.8583
-101.6691,21.1200
-100.7924,19.9019
-100.1696,25.6448
-110.9300,31.2743
-100.3682,25.6737
-100.1685,25.7175
-101.4349,20.9472
-117.0602,32.5329
-101.4206,26.9148
-100.5448,28.7041
-100.2944,25.8187
-116.9170,32.4989
-115.3992,32.6372
-106.0694,28.6515
-117.1202,32.5135
-109.0028,25.8105
-102.2631,21.8920
-104.8968,21.4944
-99.1228,23.8214
-103.7087,19.2580
-99.0209,19.5786
-100.9133,25.4349
-98.3164,26.0683
-99.1394,19.7171
-115.5029,32.5951
-99.2491,19.5323
-99.2156,18.9046
-100.9016,21.1653
-100.9950,25.4706
-100.3883,25.7722
-100.2403,25.7157
-100.0302,25.2846
-110.9418,31.2852
-98.3925,26.0457
-100.9813,25.4824
-100.2887,25.7185
-99.0820,19.3750
-93.5661,17.1876
-117.0082,32.5287
-104.3236,19.1145
-99.1969,19.2289
-105.2224,20.6542
-101.1592,20.2023
-114.7834,32.4708
-100.9898,25.3885
-103.4574,25.5580
-99.2682,20.1926
-116.9314,32.4836
-99.2008,18.9121
-117.0217,32.5169
-115.4283,32.6044
-106.5244,31.7722
-103.4172,20.6404
-101.0983,19.7871
-106.4938,31.7218
-91.8837,18.6453
-115.3589,32.5596
-115.3366,32.5676
-103.4968,25.5979
-99.2322,19.4773
-100.1740,25.7340
-100.2730,25.7693
-103.7190,19.2499
-104.8626,21.4919
-100.1586,25.7858
-99.0181,19.6146
-98.2999,26.0821
-105.2258,20.6903
-109.0079,25.7450
-99.0738,19.5490
-98.3350,26.0684
-99.2403,19.6274
-103.3994,25.5970
-99.0520,19.5495
-97.8531,22.2540
-101.6542,21.1533
-102.2435,21.8741
-100.2610,25.7904
-92.6049,16.7373
-99.0894,19.8253
-100.9147,25.4426
-100.4822,25.6793
-100.8774,25.4403
-106.4253,31.7462
-100.1629,25.7088
-86.8813,21.1560
-100.3628,25.7131
-100.2664,25.6658
-91.9660,15.8336
-101.6518,21.0765
-104.2044,19.8047
-104.8830,21.4959
-110.2945,24.1221
-103.3947,25.5581
-98.2324,26.0219
-117.0261,32.5229
-116.9240,32.4948
-99.0045,19.6214
-109.0119,25.7897
-110.3140,24.1425
-100.4024,25.7628
-92.3428,14.9157
-100.2530,25.7307
-117.0852,32.5263
-115.3744,32.6595
-115.4325,32.5956
-116.8796,32.5132
-100.2640,25.8210
-116.9147,32.5390
-90.6385,16.0828
-100.9835,25.4815
-100.3206,25.7864
-93.1291,17.9066
-115.4722,32.6506
-93.3853,16.7647
-100.3180,25.7794
-86.8994,21.1486
-90.6543,16.5001
-99.0914,19.6322
-99.1999,18.8895
-105.2634,21.0257
-108.4668,25.5682
-98.2928,26.0896
-115.5797,32.5887
-109.0046,25.7929
-90.0485,20.3788
-103.3658,20.6521
-100.3575,25.6969
-104.8595,21.4749
-108.9919,25.8213
-100.9627,25.5019
-100.5463,28.7027
-106.1335,28.6887
-106.4936,31.7212
-116.6503,32.5652
-115.4830,32.5964
-99.0788,19.6730
-108.9903,25.7662
-100.4128,25.7633
-116.8668,32.5025
-105.3483,20.9507
-108.7157,25.7082
-106.4733,31.7203
-115.5060,32.6433
-100.5805,25.7874
-101.2223,19.6772
-100.8460,25.4461
-101.4273,27.8895
-103.5191,25.5445
-91.8296,18.6555
-99.1091,19.4792
-117.0165,32.5378
-93.1921,16.7677
-116.6227,32.5724
-100.2961,25.7564
-99.0954,19.3744
-110.2967,24.1315
-98.2771,26.0091
-116.9097,32.5120
-108.9416,25.8021
-105.3485,20.7617
-100.1539,25.4244
-103.4968,25.5994
-103.3584,25.5398
-100.1625,25.7307
-101.4921,26.9984
-99.1629,23.7327
-100.1952,25.6915
-115.4868,32.6647
-100.3921,25.6735
-99.0258,19.6158
-101.0389,19.8287
-116.9525,32.4344
-100.2357,25.7171
-103.7026,19.2684
-104.9266,21.5201
-108.9937,25.7683
-99.2180,19.4207
-105.3746,20.7607
-100.9607,25.4709
-103.7290,18.7610
-91.9980,15.7044
-103.4483,25.5415
-116.5850,32.5657
-100.2573,25.7657
-103.4711,20.5488
-98.3317,26.0704
-116.9668,32.4060
-101.1545,19.7011
-106.4634,31.6477
-116.9861,32.5086
-116.5928,31.7935
-117.0203,32.4972
-99.2113,19.2257
-108.9826,25.8063
-100.7522,28.4465
-100.9761,25.4560
-100.4806,25.6848
-115.4363,32.5858
-99.2494,19.4412
-116.9871,32.4683
-100.2444,25.7367
-99.1632,19.4423
-100.9758,25.4271
-99.1350,19.6666
-104.8867,21.5038
-105.2269,22.0070
-116.9343,32.4922
-99.2065,19.5442
-115.4716,32.6372
-99.2314,18.8384
-116.9867,32.5214
-100.3987,25.7658
-108.9852,25.7771
-103.4485,20.7053
-100.2190,25.5380
-98.3203,26.0551
-99.2323,19.3661
-104.6564,24.0556
-100.8894,25.4404
